square_id,value_mean,value_median,record_count,value_sum,avg_values_count
32,0.1637642674405385,0.142858637941091,787,128.8824784757038,3.620037807183365
33,0.20010264372509792,0.1611949074449079,796,159.28170440517795,3.623400365630713
34,0.19057809339912932,0.1445423563860019,747,142.3618357691496,3.582164328657315
35,0.23755346367757313,0.1925042488702731,566,134.4552604415064,3.7478684531059683
36,0.23755346367757313,0.1925042488702731,566,134.4552604415064,3.7478684531059683
37,0.23755346367757313,0.1925042488702731,566,134.4552604415064,3.7478684531059683
38,0.23755346367757313,0.1925042488702731,566,134.4552604415064,3.7478684531059683
39,0.24428966445992056,0.1932272269093902,644,157.32254391218885,3.7016393442622952
40,0.20232062877364432,0.1530770205165705,771,155.98920478447977,3.6500402252614643
41,0.2613090937120577,0.2037940799655885,789,206.17287493881352,3.5773615635179152
42,0.28274574967324795,0.24471620821195816,648,183.2192457882647,3.6166281755196303
43,0.2651722838030655,0.2072595389947212,602,159.63371484944543,3.6418663303909207
44,0.2373187951240639,0.1984683938547305,526,124.82968623525761,3.804979253112033
45,0.2373187951240639,0.1984683938547305,526,124.82968623525761,3.804979253112033
46,0.2373187951240639,0.1984683938547305,526,124.82968623525761,3.804979253112033
47,1.1628623113422225,0.7171100831125166,873,1015.1787978017603,3.6984021304926764
48,1.8302005209332002,1.1038382475271105,870,1592.274453211884,3.6536351165980796
49,0.7882146767374809,0.5763719714109086,889,700.7228476196206,3.640552995391705
50,0.37975164176355364,0.31943946692331776,818,310.63684296258685,3.707759245830312
51,0.27816776141604826,0.2358399341119667,797,221.69970584859047,3.608272506082725
52,0.304616436256503,0.2607645402190667,797,242.77929969643287,3.608272506082725
53,0.28029262432806334,0.2397047496862401,797,223.39322158946646,3.608272506082725
54,0.30069870334360427,0.2592694211122158,797,239.6568665648526,3.64609375
55,0.2507466578101699,0.21465312035723905,776,194.57940646069187,3.6468155500413566
56,0.24146999861783627,0.19389396144783855,844,203.80067883345382,3.712982456140351
57,0.22053287902726657,0.1771508884821309,817,180.1753621652768,3.882058613295211
58,0.2720988557719005,0.2129238984539811,842,229.10723655994022,3.8886027044430134
59,0.26020185719828576,0.1918526468965426,797,207.38088018703377,3.728358208955224
60,0.23787093417895172,0.1666884939097175,711,169.12623420123467,3.689944134078212
61,0.19601941974368658,0.1341624313097941,630,123.49223443852254,3.7590113285272913
62,0.19601941974368658,0.1341624313097941,630,123.49223443852254,3.7590113285272913
63,0.18722388862137085,0.1186256603469875,702,131.43116981220234,3.7243346007604563
64,0.33065425043967095,0.25745297656263233,726,240.0549858192011,3.6765249537892792
65,0.4663578314863264,0.3725455625358151,709,330.64770252380544,3.6134538152610443
66,0.46454452707973237,0.3680448195810593,709,329.36206969953025,3.6134538152610443
67,0.445430856934112,0.3526970456679953,742,330.5096958451111,3.6902417188898835
68,0.4614450392438963,0.3165967849802822,786,362.6958008457025,3.781347962382445
69,0.3898290957302862,0.3120226798572674,805,313.8124220628804,3.7776923076923077
70,0.3111639097912457,0.2713070686133153,796,247.68647219383158,3.7037037037037037
71,0.2616362857441138,0.2144029743730366,878,229.7166588833319,3.8403519798868637
72,0.24957783323018298,0.1999221153617956,878,219.12933757610065,3.8403519798868637
73,0.2859822352746407,0.21702587926337796,804,229.92971716081112,3.756172839506173
74,0.3058390864030129,0.2420209226733596,760,232.4377056662898,3.764411027568922
75,0.30775610660423686,0.2420308161302393,760,233.89464101922002,3.764411027568922
76,0.30775610660423686,0.2420308161302393,760,233.89464101922002,3.764411027568922
77,0.30775610660423686,0.2420308161302393,760,233.89464101922002,3.764411027568922
78,0.30775610660423686,0.2420308161302393,760,233.89464101922002,3.764411027568922
79,0.30775610660423686,0.2420308161302393,760,233.89464101922002,3.764411027568922
80,0.2670859272094042,0.2297552189869615,785,209.6624528593823,3.750401284109149
81,0.18452141300106029,0.1524629600492982,842,155.36702974689277,3.75
82,0.11891339994760712,0.09400866737964635,802,95.36854675798091,3.7555238774055595
83,0.1278920741373683,0.107505641973582,698,89.26866774788309,3.77071129707113
84,0.1278920741373683,0.107505641973582,698,89.26866774788309,3.77071129707113
85,0.1278920741373683,0.107505641973582,698,89.26866774788309,3.77071129707113
86,0.0948912449708028,0.0788364207118405,768,72.87647613757655,3.744727272727273
87,0.046042364754880424,0.0249944657749216,775,35.68283268503233,3.750534568781183
88,0.06982477465827443,0.0576061487052029,509,35.54081030106168,3.6802884615384617
89,0.06982477465827443,0.0576061487052029,509,35.54081030106168,3.6802884615384617
90,0.06982477465827443,0.0576061487052029,509,35.54081030106168,3.6802884615384617
91,0.09257781133083551,0.06636612303442165,744,68.87789163014162,3.7372429550647372
92,0.15934345236702493,0.1170516942030116,727,115.84268987082713,3.743931088488645
93,0.16850760339768073,0.1223227644850114,793,133.62652949436082,3.71090387374462
94,0.22728080109374266,0.1630970193133486,761,172.96068963233816,3.713957055214724
95,0.22728080109374266,0.1630970193133486,761,172.96068963233816,3.713957055214724
96,0.22728080109374266,0.1630970193133486,761,172.96068963233816,3.713957055214724
97,0.22728080109374266,0.1630970193133486,761,172.96068963233816,3.713957055214724
98,0.22331101381568824,0.1630970193133486,775,173.0660357071584,3.7149287321830458
99,0.22728080109374266,0.1630970193133486,761,172.96068963233816,3.713957055214724
100,0.22664567375874242,0.1630970193133486,761,172.47735773040299,3.713957055214724
101,0.29460657952041536,0.2203012749590093,837,246.58570705858767,3.4342592592592593
102,0.257065405016489,0.18638486999491055,950,244.21213476566453,3.606918238993711
103,0.3205394466420401,0.25043836855537027,780,250.02076838079128,3.4917355371900825
104,0.3205394466420401,0.25043836855537027,780,250.02076838079128,3.4917355371900825
105,0.3205394466420401,0.25043836855537027,780,250.02076838079128,3.4917355371900825
106,0.3205394466420401,0.25043836855537027,780,250.02076838079128,3.4917355371900825
107,0.3205394466420401,0.25043836855537027,780,250.02076838079128,3.4917355371900825
108,0.3205394466420401,0.25043836855537027,780,250.02076838079128,3.4917355371900825
109,0.3205394466420401,0.25043836855537027,780,250.02076838079128,3.4917355371900825
110,0.23277870583805021,0.1705397583265692,792,184.36073502373577,3.4923234390992834
111,0.16874195220266017,0.1251755546198089,813,137.18720714076272,3.7553516819571864
112,0.016932972517634277,0.012585579254392801,854,14.460758530059671,3.8013422818791947
113,0.04832471303424132,0.0363074908658873,835,40.351135383591505,3.5307621671258036
114,0.06645847778412015,0.0471512687573876,811,53.89782548292144,3.578813559322034
115,0.07821253004709282,0.0607739848410723,701,54.826983563012064,3.5750528541226214
116,0.09478950409460621,0.0677172417827984,701,66.44744237031895,3.6089676746611055
117,0.10986764123936926,0.0885458139940671,611,67.12912879725462,3.70501138952164
118,0.10986764123936926,0.0885458139940671,611,67.12912879725462,3.70501138952164
119,0.10986764123936926,0.0885458139940671,611,67.12912879725462,3.70501138952164
120,0.10986764123936926,0.0885458139940671,611,67.12912879725462,3.70501138952164
121,0.10746803755993425,0.0826682683535559,625,67.16752347495891,3.6689113355780023
122,0.10964097823866843,0.0885458139940671,625,68.52561139916777,3.6689113355780023
123,0.10490662061841288,0.0732992797609489,785,82.35169718545411,3.5369545859305433
124,0.1284799291687628,0.0891637704687603,785,100.8567443974788,3.5369545859305433
125,0.14082240920322803,0.1011054409116184,764,107.58832063126621,3.563302752293578
126,0.1483426546055391,0.10808268432283745,764,113.33378811863187,3.563302752293578
127,0.14021845082777223,0.1088508948517845,803,112.5954160147011,3.576020851433536
128,0.1405254931273124,0.1168663227374239,765,107.502002242394,3.4874623871614845
129,0.14824695933031737,0.1275950028531315,724,107.33079855514978,3.539053905390539
130,0.14824695933031737,0.1275950028531315,724,107.33079855514978,3.539053905390539
131,0.1552774311822913,0.13095301473056886,766,118.94251228563512,3.5104166666666665
132,0.1506110878472217,0.1269220797787976,766,115.36809329097181,3.5104166666666665
133,0.13278650523542965,0.1117144162945866,787,104.50297962028313,3.620037807183365
134,0.13972394497454851,0.1204040921192117,760,106.19019818065686,3.6450999048525214
135,0.16467076427299981,0.13784796151201428,760,125.14978084747986,3.6450999048525214
136,0.19854114681474866,0.1628665981302477,677,134.41235639358484,3.6441784548422196
137,0.2363092656677863,0.1925042488702731,566,133.75104436796704,3.7478684531059683
138,0.23738471297532932,0.1925042488702731,566,134.3597475440364,3.7478684531059683
139,0.23755346367757313,0.1925042488702731,566,134.4552604415064,3.7478684531059683
140,0.1787233172104265,0.1223332620343703,899,160.67226217217342,3.762848297213622
141,0.21531378495412587,0.1426420651541053,925,199.16525108256644,3.7629850746268656
142,0.32056075050639116,0.2646245251396407,585,187.52803904623883,3.670951156812339
143,0.3109998279902911,0.2646245251396407,602,187.2218964501552,3.6418663303909207
144,0.2858697857928278,0.2340907801397242,602,172.09361104728234,3.6418663303909207
145,0.2663640842868638,0.2088154162231462,602,160.351178740692,3.6418663303909207
146,0.8303531126609325,0.5656397790448157,825,685.0413179452693,3.6173120728929384
147,2.472896999382007,1.5380505035030667,825,2040.1400244901556,3.6173120728929384
148,1.296563184759123,0.9199759105084389,802,1039.8436741768166,3.5904684975767367
149,0.8454125268722674,0.666522259358184,790,667.8758962290913,3.6270916334661356
150,0.8008837164335837,0.6114897922123246,813,651.1184614605036,3.718004338394794
151,0.6386479040740696,0.47853159079933383,858,547.9599016955517,3.7210702341137125
152,0.467682487239975,0.3605546473890212,873,408.2868113604982,3.724983860555197
153,0.44753317461547915,0.3746975899872869,808,361.60680508930716,3.6364341085271317
154,0.46815309186281806,0.3910341825478153,761,356.26450290760454,3.5245901639344264
155,0.3392070673148049,0.2453997498660604,714,242.1938460627707,3.5409181636726546
156,0.33562642126265824,0.2747571682109321,752,252.391068789519,3.7477148080438756
157,0.2114442725828778,0.1642718892736824,770,162.8120898888159,3.833605220228385
158,0.26534987418907907,0.2060930792856145,795,210.95314998031785,3.8273328434974285
159,0.23777768604792596,0.1679013162782671,729,173.33993312893801,3.8690372940156115
160,0.24248146372903762,0.1674617590445131,711,172.40432071134575,3.689944134078212
161,0.1920533438534235,0.126274422216952,711,136.54992747978412,3.689944134078212
162,0.19601941974368658,0.1341624313097941,630,123.49223443852254,3.7590113285272913
163,0.19601941974368658,0.1341624313097941,630,123.49223443852254,3.7590113285272913
164,0.20000249677736748,0.13654530751697624,708,141.60176771837618,3.7288765088207985
165,0.29880789171836414,0.13834913766297313,730,218.12976095440584,3.698455949137148
166,0.3147577293047417,0.2915873181437189,679,213.72049819791962,3.6576763485477177
167,0.38521653305286657,0.28911553761884246,696,268.11070700479513,3.6945244956772334
168,0.537437159042462,0.4708379888255961,659,354.17108780898246,3.737322515212982
169,0.4700753943853887,0.2655896538224251,753,353.9667719721977,3.7793388429752066
170,0.41394710092794407,0.2817443867027146,820,339.43662276091413,3.798677443056576
171,0.3029683278209529,0.2477562272585343,900,272.6714950388576,3.882387361029842
172,0.30340927316882554,0.22656771716723065,760,230.5910476083074,3.764411027568922
173,0.30514259647412445,0.2375913632929813,760,231.9083733203346,3.764411027568922
174,0.30373856979219477,0.2345567645458688,781,237.21982300770412,3.7405891980360066
175,0.30775610660423686,0.2420308161302393,760,233.89464101922002,3.764411027568922
176,0.30775610660423686,0.2420308161302393,760,233.89464101922002,3.764411027568922
177,0.30775610660423686,0.2420308161302393,760,233.89464101922002,3.764411027568922
178,0.30775610660423686,0.2420308161302393,760,233.89464101922002,3.764411027568922
179,0.30775610660423686,0.2420308161302393,760,233.89464101922002,3.764411027568922
180,0.2676159678502202,0.220789828050144,834,223.1917171870836,3.8168624740843122
181,0.1444139119567921,0.1002838581680654,905,130.69459032089685,3.7318536292741453
182,0.12727608645020688,0.1072980422235853,701,89.22053660159501,3.7656380316930775
183,0.1278920741373683,0.107505641973582,698,89.26866774788309,3.77071129707113
184,0.1278920741373683,0.107505641973582,698,89.26866774788309,3.77071129707113
185,0.1278920741373683,0.107505641973582,698,89.26866774788309,3.77071129707113
186,0.11945376804775219,0.0963980460879921,761,90.90431748433942,3.813852813852814
187,0.0683563698104931,0.0434115157585696,787,53.79646304085807,3.793149764942915
188,0.12919281317822348,0.08938557349001114,862,111.36420495962865,3.616271186440678
189,0.0684376300403183,0.046069569373117444,606,41.47320380443289,3.6180698151950716
190,0.06864603554891896,0.0463621895603269,779,53.475261692607866,3.735419630156472
191,0.15528920048094766,0.1112136543458543,744,115.53516515782506,3.7372429550647372
192,0.15934345236702493,0.1170516942030116,727,115.84268987082713,3.743931088488645
193,0.146433272132411,0.0925999917361071,793,116.12158480100193,3.71090387374462
194,0.1891544899986562,0.1362867646696144,793,149.99951056893437,3.71090387374462
195,0.22728080109374266,0.1630970193133486,761,172.96068963233816,3.713957055214724
196,0.22728080109374266,0.1630970193133486,761,172.96068963233816,3.713957055214724
197,0.22728080109374266,0.1630970193133486,761,172.96068963233816,3.713957055214724
198,0.22728080109374266,0.1630970193133486,761,172.96068963233816,3.713957055214724
199,0.22728080109374266,0.1630970193133486,761,172.96068963233816,3.713957055214724
200,0.2209989453442071,0.1630970193133486,783,173.04217420451417,3.705223880597015
201,0.3049658076373737,0.2228176454609925,813,247.9372016091848,3.5156993339676497
202,0.2898926300579268,0.2157460549293472,835,242.06034609836888,3.627287853577371
203,0.3156870586586607,0.24841122173087576,792,250.02415045765926,3.4944723618090454
204,0.3205394466420401,0.25043836855537027,780,250.02076838079128,3.4917355371900825
205,0.3157100096134132,0.24842083927381964,792,250.0423276138233,3.4944723618090454
206,0.3205394466420401,0.25043836855537027,780,250.02076838079128,3.4917355371900825
207,0.3205394466420401,0.25043836855537027,780,250.02076838079128,3.4917355371900825
208,0.3205394466420401,0.25043836855537027,780,250.02076838079128,3.4917355371900825
209,0.3205394466420401,0.25043836855537027,780,250.02076838079128,3.4917355371900825
210,0.2642587563765592,0.1943876749072227,792,209.29293505023492,3.4923234390992834
211,0.1904903105832263,0.1398092888452763,761,144.9631263538352,3.6357798165137614
212,0.13553828469072943,0.10186333743203316,800,108.43062775258355,3.6587301587301586
213,0.08901628851656158,0.0598855763926691,834,74.23958462281236,3.5091383812010446
214,0.06389525427694738,0.0419002827095956,873,55.780556983775064,3.6243465272591484
215,0.08087077931362766,0.0549534091737245,814,65.82881436129291,3.542489270386266
216,0.10986764123936926,0.0885458139940671,611,67.12912879725462,3.70501138952164
217,0.10986764123936926,0.0885458139940671,611,67.12912879725462,3.70501138952164
218,0.10986764123936926,0.0885458139940671,611,67.12912879725462,3.70501138952164
219,0.10986764123936926,0.0885458139940671,611,67.12912879725462,3.70501138952164
220,0.10986764123936926,0.0885458139940671,611,67.12912879725462,3.70501138952164
221,0.09263530723723437,0.0637560792293598,743,68.82803327726513,3.6228571428571428
222,0.09772883751384227,0.0726399642644406,785,76.71713744836619,3.5660211267605635
223,0.13777720796107384,0.0996785544125389,785,108.15510824944297,3.5369545859305433
224,0.1487828105348485,0.10941976735249645,764,113.67006724862424,3.563302752293578
225,0.1605047057721309,0.1223135636471115,722,115.88439756747852,3.475832438238453
226,0.14958850164646817,0.115026083137314,765,114.43520375954816,3.4874623871614845
227,0.14118486497177835,0.1171077620315783,765,108.00642170341044,3.4874623871614845
228,0.14824695933031737,0.1275950028531315,724,107.33079855514978,3.539053905390539
229,0.14824695933031737,0.1275950028531315,724,107.33079855514978,3.539053905390539
230,0.14824695933031737,0.1275950028531315,724,107.33079855514978,3.539053905390539
231,0.1401837546951697,0.1167397709207265,766,107.3807560965,3.5104166666666665
232,0.16359630497208,0.1355158211987542,807,132.02221811246855,3.554029304029304
233,0.1461723664914516,0.1240032727804009,724,105.82879333981096,3.539053905390539
234,0.1465134757459999,0.1240032727804009,724,106.07575644010393,3.539053905390539
235,0.14327828834211861,0.1206265381617925,750,107.45871625658897,3.6449704142011834
236,0.1539154407225781,0.12940230263376,760,116.97573494915936,3.6450999048525214
237,0.1740089927383484,0.13474902870522598,760,132.2468344811448,3.6450999048525214
238,0.18434255632412835,0.13547174476266227,842,155.21643242491606,3.7567185289957568
239,0.2641513432467123,0.2035476995045384,842,222.41543101373176,3.7567185289957568
240,0.3340779007122577,0.2535593818252241,842,281.293592399721,3.7567185289957568
241,0.359438195897699,0.2773826066363907,871,313.07066862689584,3.6979591836734693
242,0.31573092132984065,0.2376136608176797,845,266.79262852371534,3.7094448449891853
243,0.2110489542758252,0.1350482835311449,802,169.2612613292118,3.7064955894145952
244,0.32056075050639116,0.2646245251396407,585,187.52803904623883,3.670951156812339
245,0.26199970287784835,0.186282179785076,785,205.66976675911096,3.6774193548387095
246,1.3112279091535344,0.9164124037529917,824,1080.4517971425123,3.616323417238749
247,1.7969598298768459,1.2402145007211858,802,1441.1617835612303,3.5904684975767367
248,0.835478406097031,0.6621918688966252,765,639.1409806642287,3.654331370899916
249,0.9220149671378884,0.7233185052257987,765,705.3414498604847,3.654331370899916
250,0.9565756642612363,0.7667762552672346,743,710.7357185460986,3.6770293609671847
251,0.7229175063754001,0.5379730576963048,846,611.5882103935885,3.632801161103048
252,0.3748290361336154,0.3123906992694802,845,316.73053553290504,3.6555634301913535
253,0.4722708161590622,0.3795729662869799,727,343.3408833476382,3.5562130177514795
254,0.4320689793194469,0.3584596163110939,727,314.11414796523786,3.5562130177514795
255,0.36516691690436365,0.2973981680283356,663,242.1056659075931,3.6052921719955897
256,0.29045338173488827,0.2377169195394899,777,225.6822776080082,3.7258207630878437
257,0.24025215433051733,0.1699094384909078,653,156.88465677782781,3.7673684210526317
258,0.26720646829929107,0.2272443856148884,730,195.06072185848248,3.688808007279345
259,0.2740929557440288,0.2290589362604332,729,199.813764737397,3.8690372940156115
260,0.24333267005673317,0.1688027431959182,710,172.76619574028055,3.6877912395153776
261,0.23905129551607537,0.1693937741269369,711,169.9654711119296,3.689944134078212
262,0.1842613241217524,0.1243687844402147,711,131.00980145056596,3.689944134078212
263,0.19601941974368658,0.1341624313097941,630,123.49223443852254,3.7590113285272913
264,0.2525496632668668,0.1729416007310341,679,171.48122135820256,3.7091439688715955
265,0.33707798962941715,0.2915873181437189,632,213.03328944579164,3.647513812154696
266,0.33707798962941715,0.2915873181437189,632,213.03328944579164,3.647513812154696
267,0.382644510815552,0.2884676297580617,696,266.3205795276242,3.6945244956772334
268,0.5162690478034044,0.4020416427271617,696,359.3232572711695,3.7540208136234625
269,0.5966748649626455,0.4666673335911484,696,415.28570601400133,3.7540208136234625
270,0.6376737840534075,0.4753272720406217,705,449.56001775765225,3.732895970009372
271,0.4855404853424611,0.4070693395990246,819,397.65765749547563,3.8154848046309695
272,0.3085311853380492,0.2420308161302393,778,240.03726219300225,3.792063492063492
273,0.3077538628698434,0.2420308161302393,760,233.89293578108098,3.764411027568922
274,0.30775610660423686,0.2420308161302393,760,233.89464101922002,3.764411027568922
275,0.30775610660423686,0.2420308161302393,760,233.89464101922002,3.764411027568922
276,0.30775610660423686,0.2420308161302393,760,233.89464101922002,3.764411027568922
277,0.3048952161357431,0.2393659471678171,760,231.72036426316475,3.764411027568922
278,0.30775610660423686,0.2420308161302393,760,233.89464101922002,3.764411027568922
279,0.30775610660423686,0.2420308161302393,760,233.89464101922002,3.764411027568922
280,0.25384561222564,0.2238712890472309,785,199.26880559712743,3.750401284109149
281,0.134767418969412,0.10598137836614491,828,111.58742290667314,3.6482903000697835
282,0.1278920741373683,0.107505641973582,698,89.26866774788309,3.77071129707113
283,0.1278920741373683,0.107505641973582,698,89.26866774788309,3.77071129707113
284,0.1278920741373683,0.107505641973582,698,89.26866774788309,3.77071129707113
285,0.11143178066773157,0.0911999157560155,761,84.79958508814373,3.813852813852814
286,0.08181427277540682,0.0413860702730626,783,64.06057558314353,3.8110289172831204
287,0.09535600691086527,0.0653324923959257,570,54.352923939193204,3.781477627471384
288,0.06857512008127872,0.0390715809372969,831,56.98592478754262,3.8557749850388987
289,0.13202159209137151,0.0928223323705774,693,91.49096331932046,3.648214285714286
290,0.06436930481780742,0.0371311277797585,776,49.95058053861856,3.739657631954351
291,0.09941047137405581,0.0673501804403834,763,75.85018965840459,3.7396061269146608
292,0.15149404381856807,0.1068085422981294,763,115.58995543356744,3.7396061269146608
293,0.15934345236702493,0.1170516942030116,727,115.84268987082713,3.743931088488645
294,0.15222848084228577,0.1011382852343456,793,120.71718530793261,3.71090387374462
295,0.2077815443468643,0.1509397138705948,793,164.7707646670634,3.71090387374462
296,0.22728080109374266,0.1630970193133486,761,172.96068963233816,3.713957055214724
297,0.22728080109374266,0.1630970193133486,761,172.96068963233816,3.713957055214724
298,0.22728080109374266,0.1630970193133486,761,172.96068963233816,3.713957055214724
299,0.22190147841522279,0.1632029399431638,783,173.74885759911945,3.705223880597015
300,0.21887190123300937,0.1614067921412519,835,182.7580375295628,3.740790354989953
301,0.21233608976036444,0.1520957718365921,827,175.6019462318214,3.52
302,0.2532407296117942,0.1911032541403032,813,205.8847131743887,3.5156993339676497
303,0.2853764791841016,0.2172777316325717,813,232.0110775766746,3.5156993339676497
304,0.3114931717641217,0.2294772061008829,813,253.24394864423098,3.5156993339676497
305,0.31417702949140863,0.2339276702429192,813,255.4259249765152,3.5156993339676497
306,0.3109431983621826,0.2284105411402135,813,252.79682026845447,3.5156993339676497
307,0.31363351954170626,0.2413572558146041,802,251.53408267244842,3.489108910891089
308,0.31843058662859286,0.2484094322722154,790,251.56016343658837,3.486266531027467
309,0.3205394466420401,0.25043836855537027,780,250.02076838079128,3.4917355371900825
310,0.2952269076023669,0.2218715252568142,809,238.83856825031484,3.487051792828685
311,0.18988794011636603,0.1325946046949959,827,157.0373264762347,3.510859301227573
312,0.16499133416105588,0.1208439659570007,766,126.3833619673688,3.5101214574898787
313,0.10129555156602328,0.07244082505198984,766,77.59239249957383,3.5101214574898787
314,0.09345476814217361,0.06426577143994949,752,70.27798564291456,3.604343720491029
315,0.09670249789020714,0.06635691528750555,748,72.33346842187494,3.7334494773519165
316,0.09641974246055221,0.0682730682230293,701,67.5902394648471,3.6046986721144023
317,0.10986764123936926,0.0885458139940671,611,67.12912879725462,3.70501138952164
318,0.0918096659828588,0.0647141432432364,743,68.21458182526409,3.6228571428571428
319,0.0957375197074943,0.070092949248396,743,71.13297714266827,3.6228571428571428
320,0.1014271307685048,0.077011779739837,743,75.36035816099907,3.6228571428571428
321,0.10869659278987195,0.084811467529562,743,80.76156844287486,3.6228571428571428
322,0.13297123295354807,0.1051062089473232,747,99.32951101630042,3.475510204081633
323,0.15903018762427598,0.1223135636471115,722,114.81979546472726,3.5116525423728815
324,0.15142632097410977,0.1132170913465174,765,115.84113554519398,3.4874623871614845
325,0.14710055927536425,0.11823277902736,765,112.53192784565366,3.4874623871614845
326,0.1404595357348428,0.1168526152108716,765,107.45154483715474,3.4874623871614845
327,0.14824695933031737,0.1275950028531315,724,107.33079855514978,3.539053905390539
328,0.14824695933031737,0.1275950028531315,724,107.33079855514978,3.539053905390539
329,0.14824695933031737,0.1275950028531315,724,107.33079855514978,3.539053905390539
330,0.14824695933031737,0.1275950028531315,724,107.33079855514978,3.539053905390539
331,0.14790599103185625,0.1260873543001405,724,107.08393750706392,3.576216216216216
332,0.1469796748008043,0.1240032727804009,724,106.41328455578231,3.5808189655172415
333,0.14683999635569217,0.1240032727804009,720,105.72479737609837,3.546961325966851
334,0.14641890577132943,0.1240032727804009,724,106.00728777844252,3.539053905390539
335,0.14755242612538055,0.1240032727804009,724,106.82795651477552,3.539053905390539
336,0.14715943335813647,0.1240032727804009,724,106.5434297512908,3.539053905390539
337,0.19537458478662537,0.15117750404801844,898,175.44637713838958,3.7948387096774194
338,0.34912038893265274,0.2684369810853592,842,293.9593674812936,3.7567185289957568
339,0.36849871849272503,0.28383483859833936,816,300.6949542900636,3.6847405112316034
340,0.35701913090854814,0.27451782370461125,816,291.3276108213753,3.6847405112316034
341,0.3626599864317835,0.2776372356967597,832,301.73310871124386,3.703484062268347
342,0.4039558392700066,0.31631796614605434,846,341.7466400224256,3.6949891067538125
343,0.344348957314976,0.2697959789427776,868,298.89489494939914,3.7045454545454546
344,0.27270501491210225,0.2063064190017785,833,227.16327742178117,3.710861423220974
345,0.44759671625529224,0.35060109118586497,886,396.5706906021889,3.8021091811414394
346,1.1467309563857717,0.8196777528555141,826,947.1997699746474,3.5701892744479493
347,1.5360890055455878,0.9887779346530758,864,1327.1809007913878,3.640416047548291
348,0.8775135416223745,0.6514586628299818,813,713.4185093389905,3.7084664536741214
349,0.9490954837163954,0.7626267161998617,743,705.1779444012818,3.6770293609671847
350,0.8598556307754078,0.6462404879430568,798,686.1647933587755,3.6794071762870515
351,0.567853592086357,0.432003996926624,824,467.91135987915817,3.68208516886931
352,0.38925692936733886,0.3123863615345881,727,282.98978765005535,3.5562130177514795
353,0.442543610429248,0.3642996952159022,727,321.7292047820633,3.5562130177514795
354,0.34677165691876227,0.2540324446701594,727,252.10299457994017,3.5562130177514795
355,0.36516691690436365,0.2973981680283356,663,242.1056659075931,3.6052921719955897
356,0.3318109644847307,0.25813870193434435,726,240.8947602159145,3.7397521448999047
357,0.35228620869587113,0.2410690993178226,653,230.04289427840385,3.7673684210526317
358,0.29252811340021223,0.2525416769938333,675,197.45647654514326,3.7424714434060227
359,0.281880507634016,0.2235733432159699,853,240.44407301181568,4.05123339658444
360,0.29683731006057307,0.2205655747319683,886,262.9978567136677,4.061988304093568
361,0.2891091947361175,0.2088407239917883,790,228.39626384153286,4.083395383469844
362,0.24140911168059173,0.1685430209855355,799,192.8858802327928,4.070953436807096
363,0.1646467563448758,0.06690397722655231,804,132.37599210128013,4.078045222465354
