service_type,value_mean,value_median,record_count,value_sum,avg_values_count
36,0.34801677402836284,0.1382556033179832,8282,2882.274922502901,3.200315910396324
221,0.1851946592620626,0.0840166848884186,8258,1529.337496186113,3.7398733883325335
91,0.31555608474957697,0.1437593507302993,8214,2591.9776801330254,3.4371424048485943
30,0.34885381114031566,0.1239137642987652,7597,2650.242403232978,3.146061730477315
356,0.5404772722579355,0.2180418045699674,7282,3935.7554965822865,2.6663016498758942
62,0.22556476579206103,0.0819336265854372,7278,1641.6603654346202,2.6296296296296298
55,0.3476939314581338,0.1391969437765249,6487,2255.490533368914,3.7309112104138333
353,0.3190999788145331,0.1147810069945768,5988,1910.7706731414241,4.443340114608731
375,0.20838835537431336,0.0686751562599143,5864,1221.9893159149735,2.531790556334736
370,0.18701817854598135,0.0594159090049838,5621,1051.2291816069612,3.434395417524389
971,0.3087803387005435,0.0970182008890184,5599,1728.861116384343,2.565952718967965
373,0.17650698885894947,0.0527759246638033,5521,974.4950854902601,3.5340654150430986
230,0.30104307296360006,0.136278898155955,5515,1660.2525473942542,2.912319488216755
61,0.2922116254704346,0.1092131116247573,5311,1551.935942873478,2.5379597103735034
82,0.4815454175360022,0.1467183545829868,5295,2549.782985853132,3.1537289611143353
47,0.46509099764765127,0.1506269103106136,4994,2322.6644422523705,3.724506166649955
358,0.4602802348764849,0.16041464704109887,4826,2221.312413513916,3.03114081725657
98,0.6463215624361534,0.22160986823121476,4540,2934.299893460136,2.0220597833181047
51,0.21605214152476912,0.1038039083709288,4417,954.3023091149051,3.672404208005474
351,0.38486215885110414,0.1570841835640646,3989,1535.2151516570543,4.137048334853297
371,0.41697210008120156,0.1526340978945488,3913,1631.6118276177417,3.0813404912965674
58,0.2787187604611898,0.09078883946387509,3890,1084.2159781940284,2.472658489051932
45,0.4072119844913816,0.1618428431343023,3885,1582.0185597490174,3.4221153846153847
352,0.31945765671129833,0.0953025378199797,3680,1175.604176697578,3.2731644757935237
386,0.27258961594161696,0.1197244952556296,3324,906.0878833899347,3.055194249529351
54,0.3211538674047186,0.1306926209374274,3034,974.3808337059162,3.791131995903368
972,0.44960739351417783,0.1594955191643481,2887,1298.0165450754314,3.297664442326025
593,0.23860084557647468,0.1219644669908422,2883,687.8862377969765,3.817754863762184
372,0.296698208291205,0.10291213816071046,2772,822.4474333832203,2.9243664332906025
234,0.2122848303704782,0.0768524714484228,2766,587.1798408047428,3.432884036983402
254,0.14041947458349063,0.0475653061807964,2750,386.1535551045992,1.9739478957915833
389,0.29318797542330716,0.0791308799519432,2412,707.1693967210168,2.030082987551867
357,0.37308313059362724,0.0990125348231427,2405,897.2649290776735,2.390376484799678
1514,0.17112390872637062,0.0525740770589409,2347,401.6278137807918,2.4425112107623317
387,0.28194516194299546,0.11218327176690104,2222,626.4821498373359,2.2365878725590957
213,0.3511672552079999,0.1306926209374274,2221,779.9424738169678,3.135742090028945
218,0.2123184782826318,0.0876540940232933,2074,440.34852395817836,2.9871794871794872
92,0.23486566656537822,0.108330781156962,1821,427.69037881555374,3.8445694835191553
66,0.22646240817844618,0.08809999968839269,1758,398.1209135777084,3.0935286348901427
852,0.29795933031457583,0.084942205284987,1737,517.5553567564182,3.9630134319641814
65,0.3922562768639475,0.1252180890852051,1692,663.6976204537991,2.4767489711934156
27,0.29594781650120233,0.0544723561364142,1494,442.14603785279627,2.093063583815029
598,0.32443836867688,0.1606859453533212,1409,457.1336614657239,2.4767711962833916
503,0.3321645455516996,0.1318096518855365,1324,439.7858583104503,3.020844280959888
966,0.48140403726313685,0.1630668675245701,1311,631.1206928519724,3.4607562758182397
994,0.7075413121851818,0.2323024011763708,1271,899.285007787366,2.1179525222551927
961,0.37101791479008317,0.1121883881809303,1191,441.88233651498905,2.6904487917146147
995,0.2291496120827389,0.0971957727141609,1189,272.45888876637656,2.9700272479564034
84,0.32865992847429015,0.10507359463579745,1118,367.4418000342564,2.0410742496050553
974,0.5957950459422601,0.1750886257710546,1081,644.0544446635831,3.491081259634442
52,0.17337187822332484,0.1210971508831057,997,172.85176258865485,2.712574850299401
248,0.20050283138544456,0.0869960773838184,978,196.09176909496477,1.4802839116719242
886,0.37298217451667753,0.1591685578236683,967,360.6737627576272,2.5204347826086955
265,0.49934788493900856,0.1898398022005459,950,474.3804906920581,1.1890798786653185
1829,0.1766382104427597,0.09343752281461759,938,165.6866413953086,3.3943133885330417
233,0.2817922562341207,0.1228279322439077,926,260.93962927279574,3.4592781858831043
60,0.4667148584451938,0.2185343477129435,889,414.9095091577773,3.1523809523809523
504,0.11834312692470508,0.0578797178632268,849,100.47331475907461,2.1662627241880754
18099,0.06669022178814563,0.036900990010318505,808,53.88569920482167,2.3955026455026456
382,0.3961338540183551,0.1850607512473214,794,314.53028009057397,2.4954859267126923
244,0.31025148618337206,0.1425914190119434,686,212.83251952179324,2.425136612021858
64,0.4485835265634309,0.1206917942917093,675,302.7938804303159,2.144817073170732
7701,0.5478394596537757,0.2254597672604126,648,354.99996985564667,3.535211267605634
93,0.3776230479875344,0.16819421411486118,624,235.63678194422144,2.61221464571598
261,0.20152581506518535,0.0792212120066735,615,123.93837626508899,1.8513043478260869
1647,0.5217085273109404,0.2721481635986015,554,289.026524130261,2.867684478371501
81,0.34085996241480576,0.2360468765908588,553,188.4955592153876,4.625853854543367
1416,0.44976755741233887,0.129167115074549,539,242.42471344525066,3.719153936545241
255,0.29409679423397217,0.1665032178664753,507,149.10707467662388,2.0829268292682928
968,0.4813570576673016,0.1737351145992524,498,239.71581471831618,3.345837615621788
238,0.18140056850763064,0.0561839369166228,485,87.97927572620087,2.6447704081632653
226,0.2729766962572094,0.1040354258052703,472,128.84500063340283,3.2166118912458916
964,0.31595728040058746,0.0849880969067894,464,146.6041781058726,2.38011988011988
250,0.24011530644466186,0.0594159090049838,458,109.97281035165513,1.5538971807628523
374,0.38651473031757944,0.1574554307951719,453,175.09117283386348,2.1863636363636365
676,0.05635143773255234,0.07356537263591201,446,25.132741228718345,1.0980810234541578
225,0.2969271887717859,0.1835057847897878,435,129.16332711572687,2.9075229357798165
7705,0.34829339703271284,0.0497475137761153,397,138.272478621987,1.9200652528548123
7778,0.0928251355367177,0.0215454150008658,372,34.530950419658986,1.6722891566265061
56,0.36297690229885304,0.1221791931649816,355,128.85680031609283,3.380447585394582
965,0.4783982586913944,0.2153645522841543,348,166.48259402460525,2.8794567062818337
377,0.2509887852651699,0.1533652634648111,338,84.83420941962741,3.1645912290200324
228,0.09310448676758842,0.0255608772441277,305,28.39686846411447,2.4670846394984327
7777,0.3317300026670213,0.12029834281749445,302,100.18246080544043,2.0851063829787235
243,0.2335804622309717,0.118057559280234,299,69.84055820706054,2.9678615574783684
237,0.3567108071379566,0.2328784621402329,291,103.80284487714538,2.9438444924406046
18098,0.16525837089694495,0.076873371845477,289,47.75966918921709,3.2022653721682848
252,0.20725784867432662,0.15892011365767944,288,59.690260418206066,1.6484375
354,0.49540499537377514,0.3180442087128753,260,128.80529879718154,2.923316062176166
256,0.3215803503674589,0.181625808946849,254,81.68140899333456,2.488112927191679
350,0.23876104167282414,0.14973487024611637,250,59.69026041820604,2.4140480591497226
1403,0.5147987961764788,0.2231439926617201,238,122.52211349000197,2.8323529411764707
998,0.09767160542826563,0.056492461652654646,234,22.855155670214156,2.4415584415584415
963,0.17594348224574788,0.07420775949979924,232,40.81888788101351,2.960495739736638
262,0.27796059882801666,0.0704546007286776,226,62.81909533513176,1.743202416918429
260,0.3275244468430027,0.14147847826383494,226,74.02052498651861,1.9728682170542635
591,0.2564179490457096,0.1331023318957441,208,53.33493340150759,3.6837869822485207
220,0.11058400083313358,0.100610491204557,199,22.00621616579358,2.854501607717042
960,0.11295107515696849,0.08656524483561631,196,22.138410730765823,2.0777479892761392
595,0.2745725819735653,0.168865662340671,183,50.24678250116246,2.3454545454545452
1787,0.6493794870548733,0.300592702939657,179,116.23892818282232,3.1856899488926746
223,0.35199885932603875,0.2327653519407763,177,62.30379810070886,2.3134920634920637
57,0.26767296151324743,0.18221733414197622,176,47.110441226331545,3.5494972931167825
229,0.3101043904871715,0.16233223564645827,174,53.95816394476784,2.9643817204301075
1214,0.6283185307179588,0.24720712022860855,160,100.53096491487341,4.093484419263456
258,0.2410006974695834,0.15683187166725665,156,37.596108805255014,2.777667984189723
232,0.19462017497467976,0.1297154798458994,144,28.025305196353884,2.6290726817042605
1613,0.596214664184924,0.0893150343858282,137,81.68140899333459,3.344045368620038
251,0.651589587411216,0.1927716158826085,135,87.96459430051415,2.677096370463079
509,0.07087951036623158,0.0971822004788878,133,9.4269748787088,1.6887966804979253
1246,0.36959913571644604,0.1656271640045833,119,43.982297150257075,1.6481481481481481
7775,0.5190457427670092,0.1133576755426576,115,59.69026041820606,2.6315789473684212
18094,0.10316678075313693,0.042047192363903,114,11.76101300585761,3.0850694444444446
298,0.08567979964335797,0.0857821776486273,110,9.424777960769376,2.0
1204,0.3389705604005092,0.0664093604955503,109,36.9477910836555,1.5
505,0.26673899888969943,0.13473895500963856,106,28.274333882308138,2.577854671280277
1519,0.2993926439931384,0.1120459356209589,105,31.436227619279535,2.6019417475728157
1579,0.26927937030769683,0.1905581881031301,105,28.274333882308166,1.0
241,0.29249834009827025,0.1753104401323313,100,29.249834009827026,2.332179930795848
242,0.2560679726302718,0.21392921288828787,98,25.094661317766636,4.363340835208803
1604,0.5505884032064592,0.3720233144723016,97,53.40707511102654,4.343347639484978
291,0.16193776564895834,0.1322337830356208,97,15.70796326794896,2.9707673568818516
18096,0.5307784070472633,0.1121976533761529,95,50.42394866949001,3.6625
1250,0.4678967781942242,0.2065410170177748,94,43.982297150257075,2.119047619047619
1758,0.13659098493868665,0.07950596788050329,92,12.566370614359172,1.2307692307692308
590,0.35298793860559463,0.2515268532561795,89,31.41592653589792,2.4980392156862745
853,0.5479522070214763,0.1922376224870167,86,47.12388980384696,2.48
249,0.3134754472684718,0.1568061652431269,82,25.704986676014688,2.6912751677852347
7702,1.111051060415902,0.6056546802447199,82,91.10618695410398,2.929328621908127
1780,0.3511191789306165,0.2760629406739473,80,28.08953431444932,2.066666666666667
224,0.1208304866765305,0.09847584400819655,78,9.42477796076938,2.579937304075235
973,0.496040945303652,0.33491436689251297,76,37.69911184307755,2.7843866171003717
1438,0.41887902047863906,0.3899862648985366,75,31.41592653589793,3.262295081967213
264,0.4867256223871519,0.3237861320943632,71,34.557519189487785,1.9663865546218486
1778,0.2771993517873344,0.2338522704234544,68,18.84955592153874,3.2786259541984735
50938,0.0468894425908924,0.0567818619319931,67,3.141592653589791,2.409691629955947
1905,0.5622913197050485,0.1314269182471384,67,37.67351842023825,3.339331619537275
506,0.5799863360473462,0.3695392844145194,65,37.6991118430775,2.9239130434782608
992,0.34504795715980147,0.220812867847552,64,22.083069258227294,2.6600985221674875
962,0.3138475994210744,0.1961554125280821,60,18.830855965264462,3.448780487804878
1849,0.6389679973402969,0.2338181092573227,59,37.69911184307752,3.4839400428265526
507,0.758315468107881,0.41316097941482344,58,43.9822971502571,4.773237997957099
257,0.440925284714357,0.1885809285809095,57,25.13274122871835,1.4948453608247423
976,0.33069396353576763,0.2063165364974383,57,18.849555921538755,1.4615384615384615
1819,0.29088820866572157,0.2123640006248,54,15.707963267948966,1.3116883116883118
993,0.5927533308659992,0.1924404307925386,53,31.41592653589796,2.645320197044335
672,0.12083048667653046,0.133641012158171,52,6.283185307179584,1.2372881355932204
502,0.6775984154801531,0.2751678324069376,51,34.557519189487806,2.5945945945945947
245,0.3769911184307754,0.16699412533128466,50,18.84955592153877,2.2133333333333334
18092,0.12822827157509364,0.1073227385210855,49,6.283185307179588,3.6462450592885376
1721,0.27441581647089214,0.145438358217839,47,12.897543374131931,1.0
1902,0.1336847937697788,0.1452483183060507,47,6.283185307179603,1.9411764705882353
1808,0.3064968442526629,0.2437941922760855,41,12.566370614359178,2.7666666666666666
263,0.612993688505325,0.521787832465272,41,25.132741228718324,2.1325301204819276
594,0.3222146311374146,0.1766537129502499,39,12.56637061435917,3.649214659685864
236,0.17951958020513115,0.1578715397467169,35,6.28318530717959,2.04
1926,0.2692793703076969,0.2325624489510474,35,9.424777960769392,1.0
18097,0.36959913571644665,0.3053715936008802,34,12.566370614359187,3.6646216768916156
97259,0.47599888690754477,0.2954798377883961,33,15.707963267948978,2.35
95,0.18973844519775243,0.1627487403398293,33,6.26136869152583,2.4054054054054053
500,0.9424777960769369,0.7269154057975535,30,28.27433388230811,1.0
378,0.10833078115826868,0.0645595388189252,29,3.141592653589792,2.75
14413,0.6731984257692415,0.5162758768114329,28,18.849555921538762,2.6470588235294117
1645,0.1208304866765305,0.10346918418402135,26,3.141592653589793,1.0
227,0.12083048667653035,0.0938688375395107,26,3.141592653589789,3.2115384615384617
240,0.25132741228718347,0.1768469378423821,25,6.283185307179586,2.107142857142857
881,0.7539822368615497,0.4481617926877073,25,18.849555921538744,1.0
1450,0.2617993877991495,0.25665267535155234,24,6.283185307179588,2.9744897959183674
1226,0.6544984694978723,0.41020908011847224,24,15.707963267948934,1.8571428571428572
977,0.42839899821678906,0.2316224615288159,22,9.42477796076936,2.6333333333333333
1306,0.1495996501709424,0.149254258968612,21,3.1415926535897905,1.2222222222222223
1709,0.2991993003418853,0.1911418727759715,21,6.283185307179592,1.6851851851851851
856,0.07580562789944846,0.07418913990187215,20,1.5161125579889692,2.689922480620155
7771,0.16534698176788382,0.1490170329121346,19,3.1415926535897927,3.28125
1581,0.5235987755983,0.24903307481984635,18,9.4247779607694,1.8363636363636364
855,0.3490658503988664,0.3159231434492261,18,6.283185307179595,2.9285714285714284
423,0.7391982714328926,0.4938253812984945,17,12.566370614359174,2.3421052631578947
235,0.3862613918348176,0.3234691062852026,16,6.180182269357082,2.8783783783783785
1705,0.20974690678081534,0.085099958876633,15,3.14620360171223,4.473118279569892
970,0.673198425769242,0.6096366839250471,14,9.424777960769388,2.7162162162162162
1587,1.12199737628207,0.755206559089483,14,15.70796326794898,4.905511811023622
1289,0.26179938779914935,0.06128213782446175,12,3.1415926535897922,2.68
50931,0.2617993877991495,0.2532627796388756,12,3.1415926535897944,1.4285714285714286
18686,0.6283185307179601,0.3427193109840776,10,6.2831853071796,4.375
18763,0.31415926535897987,0.1634435883457144,10,3.141592653589799,2.3846153846153846
1340,0.9424777960769376,0.6807534615816663,10,9.424777960769376,1.0
1809,0.6283185307179578,0.577169408689716,10,6.283185307179578,3.9174311926605503
1671,0.349065850398865,0.3244823608601641,9,3.141592653589785,2.25
266,0.34906585039886534,0.2969865182723554,9,3.1415926535897882,1.0
677,0.3490658503988659,0.3670527301661274,9,3.141592653589793,1.0
1670,0.3926990816987238,0.1311641482586928,8,3.1415926535897905,1.0
7707,0.8975979010256553,0.696061148832459,7,6.283185307179587,3.026315789473684
1284,0.01734844726457627,0.0096039400871256,7,0.1214391308520339,1.0
597,0.5235987755982984,0.378484730930843,6,3.1415926535897905,2.9761904761904763
687,1.0471975511965976,0.3325601429178001,6,6.283185307179586,2.909090909090909
870,0.5235987755982968,0.5229633448341604,6,3.1415926535897807,2.690265486725664
967,0.523598775598299,0.3775398804377788,6,3.1415926535897944,2.076923076923077
975,0.6283185307179591,0.147216345252074,5,3.1415926535897953,2.918032786885246
508,0.6283185307179565,0.5850490134049375,5,3.1415926535897825,2.375
675,1.5707963267948966,1.5707963267948966,2,3.141592653589793,2.608695652173913
7727,,,0,0.0,4.0
8817,,,0,0.0,4.0
88235,,,0,0.0,4.076923076923077
7722,,,0,0.0,4.0
88216,,,0,0.0,4.0
88239,,,0,0.0,5.0
211,,,0,0.0,3.0625
8816,,,0,0.0,3.5925925925925926
18093,,,0,0.0,4.0
68577,,,0,0.0,3.0
68572,,,0,0.0,3.0
50937,,,0,0.0,2.0
50936,,,0,0.0,4.0
12687,,,0,0.0,4.130434782608695
29773,,,0,0.0,3.5517241379310347
18768,,,0,0.0,2.2777777777777777
18767,,,0,0.0,2.0
18762,,,0,0.0,4.793103448275862
18683,,,0,0.0,3.0
7713,,,0,0.0,3.0
7717,,,0,0.0,3.0
379,,,0,0.0,3.0
7711,,,0,0.0,3.0
267,,,0,0.0,2.0
681,,,0,0.0,3.0
679,,,0,0.0,3.0
678,,,0,0.0,3.0
674,,,0,0.0,3.753086419753086
673,,,0,0.0,3.0
599,,,0,0.0,3.0
596,,,0,0.0,3.0
689,,,0,0.0,2.0
268,,,0,0.0,2.357142857142857
592,,,0,0.0,3.0
290,,,0,0.0,3.0
297,,,0,0.0,3.0
501,,,0,0.0,3.0
376,,,0,0.0,3.784313725490196
685,,,0,0.0,3.0
690,,,0,0.0,3.0
222,,,0,0.0,3.0081967213114753
1907,,,0,0.0,3.128205128205128
7700,,,0,0.0,4.0
5098,,,0,0.0,3.0
1939,,,0,0.0,3.210526315789474
1938,,,0,0.0,3.0
1930,,,0,0.0,3.0
1929,,,0,0.0,3.5675675675675675
1807,,,0,0.0,4.0
253,,,0,0.0,3.0
1684,,,0,0.0,3.0
1506,,,0,0.0,3.0
1242,,,0,0.0,2.0
996,,,0,0.0,3.0
239,,,0,0.0,3.2264150943396226
247,,,0,0.0,4.0
231,,,0,0.0,3.7115384615384617
